EmployeeKey,ParentEmployeeKey,SalesTerritoryKey,FirstName,LastName,MiddleName,NameStyle,Title,HireDate,BirthDate,EmailAddress,Phone,MaritalStatus,EmergencyContactName,EmergencyContactPhone,SalariedFlag,Gender,PayFrequency,BaseRate,VacationHours,SickLeaveHours,CurrentFlag,SalesPersonFlag,DepartmentName,StartDate,EndDate,Status
243,111,11,Min,Su,G,False,Production Technician - WC20,2009-08-24,1974-04-10,min0@adventure-works.com,590-555-0152,M,Min Su,590-555-0152,False,M,1,14,1,20,True,False,Production,2009-08-24,,Current
244,53,11,Eric,Brown,L,False,Production Technician - WC40,2009-08-24,1942-07-08,eric1@adventure-works.com,680-555-0118,M,Eric Brown,680-555-0118,False,M,1,15,60,50,True,False,Production,2009-08-24,,Current
245,278,11,Eric,Kurjan,S,False,Buyer,2009-08-27,1972-04-17,eric2@adventure-works.com,265-555-0195,S,Eric Kurjan,265-555-0195,False,M,2,18.2692,54,47,True,False,Purchasing,2009-08-27,,Current
246,51,11,Pat,Coleman,H,False,Janitor,2009-08-27,1970-07-03,pat0@adventure-works.com,720-555-0158,S,Pat Coleman,720-555-0158,False,M,1,9.25,89,64,True,False,Facilities and Maintenance,2009-08-27,,Current
247,20,11,Maciej,Dusza,W,False,Production Technician - WC60,2009-08-29,1954-08-30,maciej0@adventure-works.com,237-555-0128,S,Maciej Dusza,237-555-0128,False,M,1,12.45,30,35,True,False,Production,2009-08-29,,Current
248,278,11,Erin,Hagens,M,False,Buyer,2009-08-31,1970-08-04,erin0@adventure-works.com,842-555-0158,S,Erin Hagens,842-555-0158,False,F,2,18.2692,53,46,True,False,Purchasing,2009-08-31,,Current
249,66,11,Patrick,Wedge,C,False,Production Technician - WC10,2009-09-01,1986-04-10,patrick0@adventure-works.com,413-555-0124,S,Patrick Wedge,413-555-0124,False,M,1,13.45,96,68,True,False,Production,2009-09-01,,Current
250,53,11,Frank,Martinez,R,False,Production Technician - WC40,2009-09-05,1951-10-01,frank3@adventure-works.com,203-555-0196,M,Frank Martinez,203-555-0196,False,M,1,15,66,53,True,False,Production,2009-09-05,,Current
251,18,11,Ed,Dudenhoefer,R,False,Production Technician - WC60,2009-09-05,1971-04-11,ed0@adventure-works.com,919-555-0140,S,Ed Dudenhoefer,919-555-0140,False,M,1,12.45,25,32,True,False,Production,2009-09-05,,Current
252,27,11,Christopher,Hill,E,False,Production Technician - WC10,2009-09-08,1986-05-01,christopher0@adventure-works.com,153-555-0166,M,Christopher Hill,153-555-0166,False,M,1,13.45,91,65,True,False,Production,2009-09-08,,Current
253,53,11,Patrick,Cook,M,False,Production Technician - WC40,2009-09-12,1973-07-23,patrick1@adventure-works.com,425-555-0117,M,Patrick Cook,425-555-0117,False,M,1,15,61,50,True,False,Production,2009-09-12,,Current
254,111,11,Krishna,Sunkammurali,,False,Production Technician - WC20,2009-09-13,1971-04-05,krishna0@adventure-works.com,491-555-0183,S,Krishna Sunkammurali,491-555-0183,False,M,1,14,2,21,True,False,Production,2009-09-13,,Current
255,51,11,Lori,Penor,K,False,Janitor,2009-09-16,1970-02-28,lori1@adventure-works.com,295-555-0161,M,Lori Penor,295-555-0161,False,F,1,9.25,90,65,True,False,Facilities and Maintenance,2009-09-16,,Current
256,66,11,Danielle,Tiedt,C,False,Production Technician - WC10,2009-09-20,1986-04-07,danielle0@adventure-works.com,500-555-0172,S,Danielle Tiedt,500-555-0172,False,F,1,13.45,97,68,True,False,Production,2009-09-20,,Current
257,43,11,Sootha,Charncherngkha,T,False,Quality Assurance Technician,2009-09-23,1942-07-05,sootha0@adventure-works.com,325-555-0137,M,Sootha Charncherngkha,325-555-0137,False,M,2,10.5769,85,62,True,False,Quality Assurance,2009-09-23,,Current
258,20,11,Michael,Zwilling,J,False,Production Technician - WC60,2009-09-23,1973-04-05,michael7@adventure-works.com,582-555-0148,S,Michael Zwilling,582-555-0148,False,M,1,12.45,26,33,True,False,Production,2009-09-23,,Current
259,20,11,Randy,Reeves,T,False,Production Technician - WC60,2009-09-23,1969-11-26,randy0@adventure-works.com,961-555-0122,M,Randy Reeves,961-555-0122,False,M,1,12.45,29,34,True,False,Production,2009-09-23,,Current
260,27,11,John,Kane,T,False,Production Technician - WC10,2009-09-27,1986-04-28,john4@adventure-works.com,254-555-0114,S,John Kane,254-555-0114,False,M,1,13.45,92,66,True,False,Production,2009-09-27,,Current
261,53,11,Jack,Creasey,T,False,Production Technician - WC40,2009-10-01,1973-03-29,jack1@adventure-works.com,521-555-0113,S,Jack Creasey,521-555-0113,False,M,1,15,62,51,True,False,Production,2009-10-01,,Current
262,111,11,Olinda,Turner,C,False,Production Technician - WC20,2009-10-02,1969-11-02,olinda0@adventure-works.com,306-555-0186,S,Olinda Turner,306-555-0186,False,F,1,14,3,21,True,False,Production,2009-10-02,,Current
263,51,11,Stuart,Macrae,J,False,Janitor,2009-10-03,1971-07-17,stuart1@adventure-works.com,539-555-0149,M,Stuart Macrae,539-555-0149,False,M,1,9.25,88,64,True,False,Facilities and Maintenance,2009-10-03,,Current
264,51,11,Jo,Berry,L,False,Janitor,2009-10-05,1953-11-22,jo1@adventure-works.com,228-555-0159,M,Jo Berry,228-555-0159,False,F,1,9.25,91,65,True,False,Facilities and Maintenance,2009-10-05,,Current
265,278,11,Ben,Miller,T,False,Buyer,2009-10-07,1973-01-01,ben0@adventure-works.com,151-555-0113,M,Ben Miller,151-555-0113,False,M,2,18.2692,55,47,True,False,Purchasing,2009-10-07,,Current
266,66,11,Tom,Vande Velde,M,False,Production Technician - WC10,2009-10-08,1986-05-01,tom0@adventure-works.com,295-555-0161,M,Tom Vande Velde,295-555-0161,False,M,1,13.45,98,69,True,False,Production,2009-10-08,,Current
267,3,11,Ovidiu,Cracium,V,False,Senior Tool Designer,2010-07-05,1977-08-17,ovidiu0@adventure-works.com,719-555-0181,S,Ovidiu Cracium,719-555-0181,False,M,2,28.8462,7,23,True,False,Tool Design,2010-07-05,,Current
268,278,11,Annette,Hill,L,False,Purchasing Assistant,2010-07-06,1977-08-29,annette0@adventure-works.com,125-555-0196,M,Annette Hill,125-555-0196,False,F,2,12.75,50,45,True,False,Purchasing,2010-07-06,,Current
269,267,11,Janice,Galvin,M,False,Tool Designer,2010-07-23,1988-12-26,janice0@adventure-works.com,473-555-0117,M,Janice Galvin,473-555-0117,False,F,2,25,8,24,True,False,Tool Design,2010-07-23,,Current
270,278,11,Reinout,Hillmann,N,False,Purchasing Assistant,2010-07-25,1977-08-17,reinout0@adventure-works.com,370-555-0163,M,Reinout Hillmann,370-555-0163,False,M,2,12.75,51,45,True,False,Purchasing,2010-07-25,,Current
271,3,11,Michael,Sullivan,I,False,Senior Design Engineer,2010-07-30,1979-01-14,michael8@adventure-works.com,465-555-0156,S,Michael Sullivan,465-555-0156,True,M,2,36.0577,3,21,True,False,Engineering,2010-07-30,,Current
272,277,11,Stephen,Jiang,Y,False,North American Sales Manager,2010-08-04,1951-05-17,stephen0@adventure-works.com,238-555-0197,M,Stephen Jiang,238-555-0197,True,M,2,48.101,14,27,True,True,Sales,2010-08-04,,Current
273,7,11,Wanida,Benshoof,M,False,Marketing Assistant,2010-08-07,1974-10-15,wanida0@adventure-works.com,708-555-0141,M,Wanida Benshoof,708-555-0141,False,F,2,13.4615,41,40,True,False,Marketing,2010-08-07,,Current
274,3,11,Sharon,Salavaria,B,False,Design Engineer,2010-08-18,1960-11-30,sharon0@adventure-works.com,970-555-0138,M,Sharon Salavaria,970-555-0138,True,F,2,32.6923,4,22,True,False,Engineering,2010-08-18,,Current
275,7,11,John,Wood,L,False,Marketing Specialist,2010-09-07,1977-10-04,john5@adventure-works.com,486-555-0150,S,John Wood,486-555-0150,False,M,2,14.4231,48,44,True,False,Marketing,2010-09-07,,Current
276,7,11,Mary,Dempsey,A,False,Marketing Assistant,2010-09-14,1977-08-29,mary2@adventure-works.com,124-555-0114,S,Mary Dempsey,124-555-0114,False,F,2,13.4615,43,41,True,False,Marketing,2010-09-14,,Current
277,112,11,Brian,Welcker,S,False,Vice President of Sales,2010-09-15,1977-01-04,brian3@adventure-works.com,716-555-0127,S,Brian Welcker,716-555-0127,True,M,2,72.1154,10,25,True,False,Sales,2010-09-15,,Current
278,73,11,Sheela,Word,H,False,Purchasing Manager,2010-09-25,1977-09-10,sheela0@adventure-works.com,210-555-0193,S,Sheela Word,210-555-0193,True,F,2,30,49,44,True,False,Purchasing,2010-09-25,2011-02-27,
279,73,11,Sheela,Word,H,False,Purchasing Manager,2010-09-25,1977-09-10,sheela0@adventure-works.com,210-555-0193,S,Sheela Word,210-555-0193,True,F,2,30,49,44,True,False,Purchasing,2011-02-28,2012-02-12,
280,73,11,Sheela,Word,H,False,Purchasing Manager,2010-09-25,1977-09-10,sheela0@adventure-works.com,210-555-0193,S,Sheela Word,210-555-0193,True,F,2,30,49,44,True,False,Purchasing,2012-02-13,,Current
281,272,2,Michael,Blythe,G,False,Sales Representative,2010-12-29,1968-07-25,michael9@adventure-works.com,257-555-0154,S,Michael Blythe,257-555-0154,True,M,2,23.0769,38,39,True,True,Sales,2010-12-29,,Current
282,272,4,Linda,Mitchell,C,False,Sales Representative,2010-12-29,1979-09-27,linda3@adventure-works.com,883-555-0116,M,Linda Mitchell,883-555-0116,True,F,2,23.0769,27,33,True,True,Sales,2010-12-29,,Current
283,272,3,Jillian,Carson,,False,Sales Representative,2010-12-29,1962-03-29,jillian0@adventure-works.com,517-555-0117,S,Jillian Carson,517-555-0117,True,F,2,23.0769,24,32,True,True,Sales,2010-12-29,,Current
284,272,6,Garrett,Vargas,R,False,Sales Representative,2010-12-29,1974-09-04,garrett1@adventure-works.com,922-555-0165,M,Garrett Vargas,922-555-0165,True,M,2,23.0769,33,36,True,True,Sales,2010-12-29,,Current
285,272,5,Tsvi,Reiter,Michael,False,Sales Representative,2010-12-29,1973-08-18,tsvi0@adventure-works.com,664-555-0112,M,Tsvi Reiter,664-555-0112,True,M,2,23.0769,29,34,True,True,Sales,2010-12-29,,Current
286,272,1,Pamela,Ansman-Wolfe,O,False,Sales Representative,2010-12-29,1974-07-06,pamela0@adventure-works.com,340-555-0193,S,Pamela Ansman-Wolfe,340-555-0193,True,F,2,23.0769,22,31,True,True,Sales,2010-12-29,,Current
287,272,4,Shu,Ito,K,False,Sales Representative,2010-12-29,1943-10-08,shu0@adventure-works.com,330-555-0120,M,Shu Ito,330-555-0120,True,M,2,23.0769,26,33,True,True,Sales,2010-12-29,,Current
288,272,6,José,Saraiva,Edvaldo,False,Sales Representative,2010-12-29,1939-07-11,josé1@adventure-works.com,185-555-0169,M,José Saraiva,185-555-0169,True,M,2,23.0769,31,35,True,True,Sales,2010-12-29,,Current
289,272,1,David,Campbell,R,False,Sales Representative,2010-12-29,1973-09-11,david8@adventure-works.com,740-555-0182,S,David Campbell,740-555-0182,True,M,2,23.0769,23,31,True,True,Sales,2010-12-29,,Current
290,277,11,Amy,Alberts,E,False,European Sales Manager,2011-11-15,1957-04-20,amy0@adventure-works.com,775-555-0164,M,Amy Alberts,775-555-0164,True,F,2,48.101,21,30,True,True,Sales,2011-11-15,,Current
291,290,10,Jae,Pak,B,False,Sales Representative,2011-12-29,1967-10-16,jae0@adventure-works.com,1 (11) 500 555-0145,M,Jae Pak,1 (11) 500 555-0145,True,F,2,23.0769,37,38,True,True,Sales,2011-12-29,,Current
292,290,7,Ranjit,Varkey Chudukatil,R,False,Sales Representative,2011-12-29,1975-04-30,ranjit0@adventure-works.com,1 (11) 500 555-0117,S,Ranjit Varkey Chudukatil,1 (11) 500 555-0117,True,M,2,23.0769,34,37,True,True,Sales,2011-12-29,,Current
293,272,1,Tete,Mensa-Annan,A,False,Sales Representative,2012-04-30,1977-08-05,tete0@adventure-works.com,615-555-0153,M,Tete Mensa-Annan,615-555-0153,True,M,2,23.0769,39,39,True,True,Sales,2012-04-30,,Current
294,277,11,Syed,Abbas,E,False,Pacific Sales Manager,2012-10-12,1974-08-11,syed0@adventure-works.com,926-555-0182,M,Syed Abbas,926-555-0182,True,M,2,48.101,20,30,True,True,Sales,2012-10-12,,Current
295,290,8,Rachel,Valdez,B,False,Sales Representative,2012-12-28,1975-02-06,rachel0@adventure-works.com,1 (11) 500 555-0140,S,Rachel Valdez,1 (11) 500 555-0140,True,F,2,23.0769,35,37,True,True,Sales,2012-12-28,,Current
296,294,9,Lynn,Tsoflias,N,False,Sales Representative,2012-12-28,1970-10-16,lynn0@adventure-works.com,1 (11) 500 555-0190,S,Lynn Tsoflias,1 (11) 500 555-0190,True,F,2,23.0769,36,38,True,True,Sales,2012-12-28,,Current
